dataset_seq,per_class_seq,slice_file_name,fsID,start,end,salience,fold,classID,class
8146,414,109263-9-0-54.wav,109263,27,31,1,5,9,street_music
8147,415,109263-9-0-61.wav,109263,30.5,34.5,1,5,9,street_music
8148,416,109263-9-0-78.wav,109263,39,43,1,5,9,street_music
8149,417,113601-9-0-22.wav,113601,36.248352,40.248352,2,5,9,street_music
8150,418,113601-9-0-3.wav,113601,26.748352,30.748352,2,5,9,street_music
8151,419,113601-9-0-33.wav,113601,41.748352,45.748352,2,5,9,street_music
8152,420,113601-9-0-34.wav,113601,42.248352,46.248352,2,5,9,street_music
8153,421,113601-9-0-35.wav,113601,42.748352,46.748352,2,5,9,street_music
8154,422,113601-9-0-42.wav,113601,46.248352,50.248352,2,5,9,street_music
8155,423,115239-9-0-0.wav,115239,0,4,1,5,9,street_music
8156,424,115239-9-0-1.wav,115239,0.5,4.5,1,5,9,street_music
8157,425,115239-9-0-2.wav,115239,1,5,1,5,9,street_music
8158,426,115239-9-0-3.wav,115239,1.5,5.5,1,5,9,street_music
8159,427,115239-9-0-4.wav,115239,2,6,1,5,9,street_music
8160,428,115239-9-0-5.wav,115239,2.5,6.5,1,5,9,street_music
8161,429,128152-9-0-10.wav,128152,5,9,1,5,9,street_music
8162,430,128152-9-0-126.wav,128152,63,67,1,5,9,street_music
8163,431,128152-9-0-167.wav,128152,83.5,87.5,1,5,9,street_music
8164,432,128152-9-0-48.wav,128152,24,28,1,5,9,street_music
8165,433,128152-9-0-49.wav,128152,24.5,28.5,1,5,9,street_music
8166,434,128152-9-0-67.wav,128152,33.5,37.5,1,5,9,street_music
8167,435,139665-9-0-19.wav,139665,9.5,13.5,2,5,9,street_music
8168,436,139665-9-0-23.wav,139665,11.5,15.5,2,5,9,street_music
8169,437,139665-9-0-25.wav,139665,12.5,16.5,2,5,9,street_music
8170,438,139665-9-0-32.wav,139665,16,20,2,5,9,street_music
8171,439,139665-9-0-8.wav,139665,4,8,2,5,9,street_music
8172,440,139665-9-0-9.wav,139665,4.5,8.5,2,5,9,street_music
8173,441,155243-9-0-18.wav,155243,9,13,2,5,9,street_music
8174,442,155243-9-0-24.wav,155243,12,16,2,5,9,street_music
8175,443,155243-9-0-32.wav,155243,16,20,2,5,9,street_music
8176,444,155243-9-0-42.wav,155243,21,25,2,5,9,street_music
8177,445,155243-9-0-53.wav,155243,26.5,30.5,2,5,9,street_music
8178,446,155243-9-0-55.wav,155243,27.5,31.5,2,5,9,street_music
8179,447,164344-9-0-0.wav,164344,0,4,1,5,9,street_music
8180,448,164344-9-0-26.wav,164344,13,17,1,5,9,street_music
8181,449,164344-9-0-38.wav,164344,19,23,1,5,9,street_music
8182,450,164344-9-0-39.wav,164344,19.5,23.5,1,5,9,street_music
8183,451,164344-9-0-40.wav,164344,20,24,1,5,9,street_music
8184,452,164344-9-0-44.wav,164344,22,26,1,5,9,street_music
8185,453,171388-9-0-202.wav,171388,101,105,2,5,9,street_music
8186,454,171388-9-0-225.wav,171388,112.5,116.5,2,5,9,street_music
8187,455,171388-9-0-246.wav,171388,123,127,2,5,9,street_music
8188,456,171388-9-0-253.wav,171388,126.5,130.5,2,5,9,street_music
8189,457,171388-9-0-43.wav,171388,21.5,25.5,2,5,9,street_music
8190,458,171388-9-0-88.wav,171388,44,48,2,5,9,street_music
8191,459,172460-9-0-100.wav,172460,50,54,1,5,9,street_music
8192,460,172460-9-0-101.wav,172460,50.5,54.5,1,5,9,street_music
8193,461,172460-9-0-24.wav,172460,12,16,1,5,9,street_music
8194,462,172460-9-0-31.wav,172460,15.5,19.5,1,5,9,street_music
8195,463,172460-9-0-91.wav,172460,45.5,49.5,1,5,9,street_music
8196,464,172460-9-0-94.wav,172460,47,51,1,5,9,street_music
8197,465,178099-9-0-0.wav,178099,0,4,1,5,9,street_music
8198,466,178099-9-0-1.wav,178099,0.5,4.5,1,5,9,street_music
8199,467,178099-9-0-10.wav,178099,5,9,1,5,9,street_music
8200,468,178099-9-0-12.wav,178099,6,10,1,5,9,street_music
8201,469,178099-9-0-6.wav,178099,3,7,1,5,9,street_music
8202,470,178099-9-0-7.wav,178099,3.5,7.5,1,5,9,street_music
8203,471,194910-9-0-108.wav,194910,54,58,1,5,9,street_music
8204,472,194910-9-0-26.wav,194910,13,17,1,5,9,street_music
8205,473,194910-9-0-5.wav,194910,2.5,6.5,1,5,9,street_music
8206,474,194910-9-0-63.wav,194910,31.5,35.5,1,5,9,street_music
8207,475,194910-9-0-65.wav,194910,32.5,36.5,1,5,9,street_music
8208,476,203654-9-0-15.wav,203654,7.5,11.5,2,5,9,street_music
8209,477,203654-9-0-28.wav,203654,14,18,2,5,9,street_music
8210,478,203654-9-0-39.wav,203654,19.5,23.5,2,5,9,street_music
8211,479,203654-9-0-42.wav,203654,21,25,2,5,9,street_music
8212,480,203654-9-0-60.wav,203654,30,34,2,5,9,street_music
8213,481,203654-9-0-8.wav,203654,4,8,2,5,9,street_music
8214,482,36263-9-0-12.wav,36263,7.476496,11.476496,2,5,9,street_music
8215,483,36263-9-0-13.wav,36263,7.976496,11.976496,2,5,9,street_music
8216,484,36263-9-0-17.wav,36263,9.976496,13.976496,2,5,9,street_music
8217,485,36263-9-0-2.wav,36263,2.476496,6.476496,2,5,9,street_music
8218,486,36263-9-0-3.wav,36263,2.976496,6.976496,2,5,9,street_music
8219,487,36263-9-0-5.wav,36263,3.976496,7.976496,2,5,9,street_music
8220,488,6508-9-0-1.wav,6508,0.5,4.5,2,5,9,street_music
8221,489,6508-9-0-2.wav,6508,1,5,2,5,9,street_music
8222,490,6508-9-0-3.wav,6508,1.5,5.5,2,5,9,street_music
8223,491,6508-9-0-4.wav,6508,2,6,2,5,9,street_music
8224,492,6508-9-0-6.wav,6508,3,7,2,5,9,street_music
8225,493,6508-9-1-0.wav,6508,26.081757,30.081757,2,5,9,street_music
8226,494,83196-9-0-10.wav,83196,5,9,1,5,9,street_music
8227,495,83196-9-0-13.wav,83196,6.5,10.5,1,5,9,street_music
8228,496,83196-9-0-14.wav,83196,7,11,1,5,9,street_music
8229,497,83196-9-0-15.wav,83196,7.5,11.5,1,5,9,street_music
8230,498,83196-9-0-3.wav,83196,1.5,5.5,1,5,9,street_music
8231,499,83196-9-0-9.wav,83196,4.5,8.5,1,5,9,street_music
8232,500,108638-9-0-0.wav,108638,0,4,1,6,9,street_music
8233,501,108638-9-0-1.wav,108638,0.5,4.5,1,6,9,street_music
8234,502,108638-9-0-2.wav,108638,1,5,1,6,9,street_music
8235,503,108638-9-0-4.wav,108638,2,6,1,6,9,street_music
8236,504,108638-9-0-5.wav,108638,2.5,6.5,1,6,9,street_music
8237,505,108638-9-0-6.wav,108638,3,7,1,6,9,street_music
8238,506,110868-9-0-11.wav,110868,5.5,9.5,1,6,9,street_music
8239,507,110868-9-0-13.wav,110868,6.5,10.5,1,6,9,street_music
8240,508,110868-9-0-14.wav,110868,7,11,1,6,9,street_music
8241,509,110868-9-0-15.wav,110868,7.5,11.5,1,6,9,street_music
8242,510,110868-9-0-6.wav,110868,3,7,1,6,9,street_music
8243,511,110868-9-0-8.wav,110868,4,8,1,6,9,street_music
8244,512,115243-9-0-0.wav,115243,0,4,1,6,9,street_music
8245,513,115243-9-0-16.wav,115243,8,12,1,6,9,street_music
8246,514,115243-9-0-4.wav,115243,2,6,1,6,9,street_music
8247,515,115243-9-0-46.wav,115243,23,27,1,6,9,street_music
8248,516,115243-9-0-81.wav,115243,40.5,44.5,1,6,9,street_music
8249,517,115243-9-0-94.wav,115243,47,51,1,6,9,street_music
8250,518,122738-9-0-11.wav,122738,6.121431,10.121431,2,6,9,street_music
8251,519,122738-9-0-12.wav,122738,6.621431,10.621431,2,6,9,street_music
8252,520,122738-9-0-2.wav,122738,1.621431,5.621431,2,6,9,street_music
8253,521,122738-9-0-3.wav,122738,2.121431,6.121431,2,6,9,street_music
8254,522,122738-9-0-5.wav,122738,3.121431,7.121431,2,6,9,street_music
8255,523,122738-9-0-9.wav,122738,5.121431,9.121431,2,6,9,street_music
8256,524,132162-9-1-3.wav,132162,143.699868,147.699868,2,6,9,street_music
8257,525,132162-9-1-58.wav,132162,171.199868,175.199868,2,6,9,street_music
8258,526,132162-9-1-63.wav,132162,173.699868,177.699868,2,6,9,street_music
8259,527,132162-9-1-67.wav,132162,175.699868,179.699868,2,6,9,street_music
8260,528,132162-9-1-68.wav,132162,176.199868,180.199868,2,6,9,street_music
8261,529,132162-9-1-73.wav,132162,178.699868,182.699868,2,6,9,street_music
8262,530,155127-9-0-2.wav,155127,1,5,1,6,9,street_music
8263,531,155127-9-1-2.wav,155127,50.498966,54.498966,1,6,9,street_music
8264,532,155127-9-1-23.wav,155127,60.998966,64.998966,1,6,9,street_music
8265,533,155127-9-1-24.wav,155127,61.498966,65.498966,1,6,9,street_music
8266,534,155127-9-1-25.wav,155127,61.998966,65.998966,1,6,9,street_music
8267,535,155127-9-1-27.wav,155127,62.998966,66.998966,1,6,9,street_music
8268,536,155212-9-0-13.wav,155212,105.384208,109.384208,2,6,9,street_music
8269,537,155212-9-1-14.wav,155212,139.167185,143.167185,1,6,9,street_music
8270,538,155212-9-1-49.wav,155212,156.667185,160.667185,1,6,9,street_music
8271,539,155212-9-1-75.wav,155212,169.667185,173.667185,1,6,9,street_music
8272,540,155212-9-1-85.wav,155212,174.667185,178.667185,1,6,9,street_music
8273,541,155212-9-1-88.wav,155212,176.167185,180.167185,1,6,9,street_music
8274,542,194321-9-0-100.wav,194321,50,54,1,6,9,street_music
8275,543,194321-9-0-126.wav,194321,63,67,1,6,9,street_music
8276,544,194321-9-0-150.wav,194321,75,79,1,6,9,street_music
8277,545,194321-9-0-241.wav,194321,120.5,124.5,1,6,9,street_music
8278,546,194321-9-0-6.wav,194321,3,7,1,6,9,street_music
8279,547,194321-9-0-61.wav,194321,30.5,34.5,1,6,9,street_music
8280,548,31973-9-0-43.wav,31973,21.5,25.5,2,6,9,street_music
8281,549,31973-9-0-51.wav,31973,25.5,29.5,2,6,9,street_music
8282,550,31973-9-0-56.wav,31973,28,32,2,6,9,street_music
8283,551,31973-9-0-57.wav,31973,28.5,32.5,2,6,9,street_music
8284,552,31973-9-0-64.wav,31973,32,36,2,6,9,street_music
8285,553,31973-9-0-71.wav,31973,35.5,39.5,2,6,9,street_music
8286,554,35548-9-0-10.wav,35548,11.092612,15.092612,2,6,9,street_music
8287,555,35548-9-0-21.wav,35548,16.592612,20.592612,2,6,9,street_music
8288,556,35548-9-0-23.wav,35548,17.592612,21.592612,2,6,9,street_music
8289,557,35548-9-1-14.wav,35548,73.866412,77.866412,2,6,9,street_music
8290,558,35548-9-2-7.wav,35548,186.735294,190.735294,2,6,9,street_music
8291,559,35548-9-2-9.wav,35548,187.735294,191.735294,2,6,9,street_music
8292,560,42955-9-0-12.wav,42955,6,10,1,6,9,street_music
8293,561,42955-9-0-14.wav,42955,7,11,1,6,9,street_music
8294,562,42955-9-0-18.wav,42955,9,13,1,6,9,street_music
8295,563,42955-9-0-19.wav,42955,9.5,13.5,1,6,9,street_music
8296,564,42955-9-0-22.wav,42955,11,15,1,6,9,street_music
8297,565,44325-9-0-18.wav,44325,9,13,2,6,9,street_music
8298,566,44325-9-0-21.wav,44325,10.5,14.5,2,6,9,street_music
8299,567,44325-9-0-35.wav,44325,17.5,21.5,2,6,9,street_music
8300,568,44325-9-0-67.wav,44325,33.5,37.5,2,6,9,street_music
8301,569,44325-9-0-72.wav,44325,36,40,2,6,9,street_music
8302,570,44325-9-0-78.wav,44325,39,43,2,6,9,street_music
8303,571,66000-9-0-0.wav,66000,0,4,2,6,9,street_music
8304,572,66000-9-0-1.wav,66000,0.5,4.5,2,6,9,street_music
8305,573,66000-9-0-2.wav,66000,1,5,2,6,9,street_music
8306,574,66000-9-0-3.wav,66000,1.5,5.5,2,6,9,street_music
8307,575,66000-9-0-6.wav,66000,3,7,2,6,9,street_music
8308,576,66000-9-0-8.wav,66000,4,8,2,6,9,street_music
8309,577,89442-9-0-14.wav,89442,7,11,1,6,9,street_music
8310,578,89442-9-0-17.wav,89442,8.5,12.5,1,6,9,street_music
8311,579,89442-9-0-34.wav,89442,17,21,1,6,9,street_music
8312,580,89442-9-0-5.wav,89442,2.5,6.5,1,6,9,street_music
8313,581,89442-9-0-6.wav,89442,3,7,1,6,9,street_music
8314,582,89442-9-0-7.wav,89442,3.5,7.5,1,6,9,street_music
8315,583,98263-9-0-1.wav,98263,0.5,4.5,1,6,9,street_music
8316,584,98263-9-0-10.wav,98263,5,9,1,6,9,street_music
8317,585,98263-9-0-22.wav,98263,11,15,1,6,9,street_music
8318,586,98263-9-0-24.wav,98263,12,16,1,6,9,street_music
8319,587,98263-9-0-33.wav,98263,16.5,20.5,1,6,9,street_music
8320,588,98263-9-0-35.wav,98263,17.5,21.5,1,6,9,street_music
8321,589,98680-9-0-11.wav,98680,5.5,9.5,2,6,9,street_music
8322,590,98680-9-0-14.wav,98680,7,11,2,6,9,street_music
8323,591,98680-9-0-2.wav,98680,1,5,2,6,9,street_music
8324,592,98680-9-0-3.wav,98680,1.5,5.5,2,6,9,street_music
8325,593,98680-9-0-5.wav,98680,2.5,6.5,2,6,9,street_music
8326,594,99710-9-0-11.wav,99710,5.5,9.5,1,6,9,street_music
8327,595,99710-9-0-12.wav,99710,6,10,1,6,9,street_music
8328,596,99710-9-0-16.wav,99710,8,12,1,6,9,street_music
8329,597,99710-9-0-2.wav,99710,1,5,1,6,9,street_music
8330,598,99710-9-0-5.wav,99710,2.5,6.5,1,6,9,street_music
8331,599,99710-9-0-6.wav,99710,3,7,1,6,9,street_music
8332,600,101848-9-0-0.wav,101848,0,4,1,7,9,street_music
8333,601,101848-9-0-1.wav,101848,0.5,4.5,1,7,9,street_music
8334,602,101848-9-0-2.wav,101848,1,5,1,7,9,street_music
8335,603,101848-9-0-3.wav,101848,1.5,5.5,1,7,9,street_music
8336,604,101848-9-0-8.wav,101848,4,8,1,7,9,street_music
8337,605,101848-9-0-9.wav,101848,4.5,8.5,1,7,9,street_music
8338,606,115242-9-0-14.wav,115242,7,11,1,7,9,street_music
8339,607,115242-9-0-44.wav,115242,22,26,1,7,9,street_music
8340,608,115242-9-0-55.wav,115242,27.5,31.5,1,7,9,street_music
8341,609,115242-9-0-68.wav,115242,34,38,1,7,9,street_music
8342,610,115242-9-0-70.wav,115242,35,39,1,7,9,street_music
8343,611,115242-9-0-83.wav,115242,41.5,45.5,1,7,9,street_music
8344,612,157940-9-0-0.wav,157940,0,4,1,7,9,street_music
8345,613,157940-9-0-2.wav,157940,1,5,1,7,9,street_music
8346,614,157940-9-0-3.wav,157940,1.5,5.5,1,7,9,street_music
8347,615,157940-9-0-4.wav,157940,2,6,1,7,9,street_music
8348,616,157940-9-0-5.wav,157940,2.5,6.5,1,7,9,street_music
8349,617,157940-9-0-6.wav,157940,3,7,1,7,9,street_music
8350,618,165192-9-0-118.wav,165192,59,63,1,7,9,street_music
8351,619,165192-9-0-146.wav,165192,73,77,1,7,9,street_music
8352,620,165192-9-0-160.wav,165192,80,84,1,7,9,street_music
8353,621,165192-9-0-5.wav,165192,2.5,6.5,1,7,9,street_music
8354,622,165192-9-0-76.wav,165192,38,42,1,7,9,street_music
8355,623,165192-9-0-87.wav,165192,43.5,47.5,1,7,9,street_music
8356,624,171165-9-0-103.wav,171165,51.5,55.5,1,7,9,street_music
8357,625,171165-9-0-15.wav,171165,7.5,11.5,1,7,9,street_music
8358,626,171165-9-0-19.wav,171165,9.5,13.5,1,7,9,street_music
8359,627,171165-9-0-54.wav,171165,27,31,1,7,9,street_music
8360,628,171165-9-0-70.wav,171165,35,39,1,7,9,street_music
8361,629,171165-9-0-84.wav,171165,42,46,1,7,9,street_music
8362,630,171184-9-0-17.wav,171184,8.5,12.5,2,7,9,street_music
8363,631,171184-9-0-18.wav,171184,9,13,2,7,9,street_music
8364,632,171184-9-0-19.wav,171184,9.5,13.5,2,7,9,street_music
8365,633,171184-9-0-23.wav,171184,11.5,15.5,2,7,9,street_music
8366,634,171184-9-0-6.wav,171184,3,7,2,7,9,street_music
8367,635,171184-9-0-7.wav,171184,3.5,7.5,2,7,9,street_music
8368,636,173891-9-0-1.wav,173891,0.5,4.5,1,7,9,street_music
8369,637,173891-9-0-10.wav,173891,5,9,1,7,9,street_music
8370,638,173891-9-0-11.wav,173891,5.5,9.5,1,7,9,street_music
8371,639,173891-9-0-17.wav,173891,8.5,12.5,1,7,9,street_music
8372,640,173891-9-0-2.wav,173891,1,5,1,7,9,street_music
8373,641,173891-9-0-7.wav,173891,3.5,7.5,1,7,9,street_music
8374,642,181102-9-0-111.wav,181102,63.461224,67.461224,1,7,9,street_music
8375,643,181102-9-0-117.wav,181102,66.461224,70.461224,1,7,9,street_music
8376,644,181102-9-0-23.wav,181102,19.461224,23.461224,1,7,9,street_music
8377,645,181102-9-0-26.wav,181102,20.961224,24.961224,1,7,9,street_music
8378,646,181102-9-0-50.wav,181102,32.961224,36.961224,1,7,9,street_music
8379,647,181102-9-0-97.wav,181102,56.461224,60.461224,1,7,9,street_music
8380,648,21683-9-0-15.wav,21683,18.098564,22.098564,1,7,9,street_music
8381,649,21683-9-0-18.wav,21683,19.598564,23.598564,1,7,9,street_music
8382,650,21683-9-0-3.wav,21683,12.098564,16.098564,1,7,9,street_music
8383,651,21683-9-0-30.wav,21683,25.598564,29.598564,1,7,9,street_music
8384,652,21683-9-0-34.wav,21683,27.598564,31.598564,1,7,9,street_music
8385,653,21683-9-0-39.wav,21683,30.098564,34.098564,1,7,9,street_music
8386,654,21683-9-0-45.wav,21683,33.098564,37.098564,1,7,9,street_music
8387,655,28385-9-0-32.wav,28385,16,20,1,7,9,street_music
8388,656,28385-9-0-33.wav,28385,16.5,20.5,1,7,9,street_music
8389,657,28385-9-0-44.wav,28385,22,26,1,7,9,street_music
8390,658,28385-9-0-46.wav,28385,23,27,1,7,9,street_music
8391,659,28385-9-0-57.wav,28385,28.5,32.5,1,7,9,street_music
8392,660,28385-9-0-65.wav,28385,32.5,36.5,1,7,9,street_music
8393,661,28385-9-0-9.wav,28385,4.5,8.5,1,7,9,street_music
8394,662,36264-9-0-0.wav,36264,0,4,1,7,9,street_music
8395,663,36264-9-0-1.wav,36264,0.5,4.5,1,7,9,street_music
8396,664,36264-9-0-10.wav,36264,5,9,1,7,9,street_music
8397,665,36264-9-0-2.wav,36264,1,5,1,7,9,street_music
8398,666,36264-9-0-5.wav,36264,2.5,6.5,1,7,9,street_music
8399,667,36264-9-0-7.wav,36264,3.5,7.5,1,7,9,street_music
8400,668,61789-9-0-10.wav,61789,5,9,1,7,9,street_music
8401,669,61789-9-0-12.wav,61789,6,10,1,7,9,street_music
8402,670,61789-9-0-14.wav,61789,7,11,1,7,9,street_music
8403,671,61789-9-0-16.wav,61789,8,12,1,7,9,street_music
8404,672,61789-9-0-26.wav,61789,13,17,1,7,9,street_music
8405,673,61789-9-0-65.wav,61789,32.5,36.5,1,7,9,street_music
8406,674,61789-9-0-69.wav,61789,34.5,38.5,1,7,9,street_music
8407,675,71866-9-0-14.wav,71866,7,11,1,7,9,street_music
8408,676,71866-9-0-21.wav,71866,10.5,14.5,1,7,9,street_music
8409,677,71866-9-0-23.wav,71866,11.5,15.5,1,7,9,street_music
8410,678,71866-9-0-3.wav,71866,1.5,5.5,1,7,9,street_music
8411,679,71866-9-0-31.wav,71866,15.5,19.5,1,7,9,street_music
8412,680,71866-9-0-32.wav,71866,16,20,1,7,9,street_music
8413,681,74850-9-0-11.wav,74850,5.5,9.5,2,7,9,street_music
8414,682,74850-9-0-18.wav,74850,9,13,2,7,9,street_music
8415,683,74850-9-0-22.wav,74850,11,15,2,7,9,street_music
8416,684,74850-9-0-27.wav,74850,13.5,17.5,2,7,9,street_music
8417,685,74850-9-0-5.wav,74850,2.5,6.5,2,7,9,street_music
8418,686,74850-9-0-6.wav,74850,3,7,2,7,9,street_music
8419,687,77770-9-0-1.wav,77770,0.5,4.5,2,7,9,street_music
8420,688,77770-9-0-15.wav,77770,7.5,11.5,2,7,9,street_music
8421,689,77770-9-0-17.wav,77770,8.5,12.5,2,7,9,street_music
8422,690,77770-9-0-20.wav,77770,10,14,2,7,9,street_music
8423,691,77770-9-0-6.wav,77770,3,7,2,7,9,street_music
8424,692,77770-9-0-8.wav,77770,4,8,2,7,9,street_music
8425,693,77770-9-0-9.wav,77770,4.5,8.5,2,7,9,street_music
8426,694,89443-9-0-1.wav,89443,0.5,4.5,1,7,9,street_music
8427,695,89443-9-0-16.wav,89443,8,12,1,7,9,street_music
8428,696,89443-9-0-17.wav,89443,8.5,12.5,1,7,9,street_music
8429,697,89443-9-0-2.wav,89443,1,5,1,7,9,street_music
8430,698,89443-9-0-48.wav,89443,24,28,1,7,9,street_music
8431,699,89443-9-0-50.wav,89443,25,29,1,7,9,street_music
8432,700,115240-9-0-1.wav,115240,5.828996,9.828996,1,8,9,street_music
8433,701,115240-9-0-16.wav,115240,13.328996,17.328996,1,8,9,street_music
8434,702,115240-9-0-28.wav,115240,19.328996,23.328996,1,8,9,street_music
8435,703,115240-9-0-34.wav,115240,22.328996,26.328996,1,8,9,street_music
8436,704,115240-9-0-36.wav,115240,23.328996,27.328996,1,8,9,street_music
8437,705,115240-9-0-4.wav,115240,7.328996,11.328996,1,8,9,street_music
8438,706,126153-9-0-0.wav,126153,0.669803,4.669803,1,8,9,street_music
8439,707,126153-9-0-1.wav,126153,1.169803,5.169803,1,8,9,street_music
8440,708,126153-9-0-11.wav,126153,6.169803,10.169803,1,8,9,street_music
8441,709,126153-9-0-4.wav,126153,2.669803,6.669803,1,8,9,street_music
8442,710,126153-9-0-5.wav,126153,3.169803,7.169803,1,8,9,street_music
8443,711,126153-9-0-6.wav,126153,3.669803,7.669803,1,8,9,street_music
8444,712,126153-9-0-8.wav,126153,4.669803,8.669803,1,8,9,street_music
8445,713,14386-9-0-11.wav,14386,5.5,9.5,1,8,9,street_music
8446,714,14386-9-0-16.wav,14386,8,12,1,8,9,street_music
8447,715,14386-9-0-17.wav,14386,8.5,12.5,1,8,9,street_music
8448,716,14386-9-0-2.wav,14386,1,5,1,8,9,street_music
8449,717,14386-9-0-20.wav,14386,10,14,1,8,9,street_music
8450,718,14386-9-0-6.wav,14386,3,7,1,8,9,street_music
8451,719,155217-9-0-27.wav,155217,51.2558,55.2558,1,8,9,street_music
8452,720,155217-9-0-39.wav,155217,57.2558,61.2558,1,8,9,street_music
8453,721,155217-9-0-57.wav,155217,66.2558,70.2558,1,8,9,street_music
8454,722,155217-9-0-85.wav,155217,80.2558,84.2558,1,8,9,street_music
8455,723,155217-9-1-24.wav,155217,284.64365,288.64365,1,8,9,street_music
8456,724,155217-9-1-58.wav,155217,301.64365,305.64365,1,8,9,street_music
8457,725,16860-9-0-26.wav,16860,14.989099,18.989099,1,8,9,street_music
8458,726,16860-9-0-28.wav,16860,15.989099,19.989099,1,8,9,street_music
8459,727,16860-9-0-30.wav,16860,16.989099,20.989099,1,8,9,street_music
8460,728,16860-9-0-45.wav,16860,24.489099,28.489099,1,8,9,street_music
8461,729,16860-9-0-50.wav,16860,26.989099,30.989099,1,8,9,street_music
8462,730,16860-9-0-8.wav,16860,5.989099,9.989099,1,8,9,street_music
8463,731,171243-9-0-11.wav,171243,5.5,9.5,2,8,9,street_music
8464,732,171243-9-0-123.wav,171243,61.5,65.5,2,8,9,street_music
8465,733,171243-9-0-31.wav,171243,15.5,19.5,2,8,9,street_music
8466,734,171243-9-0-49.wav,171243,24.5,28.5,2,8,9,street_music
8467,735,171243-9-0-81.wav,171243,40.5,44.5,2,8,9,street_music
8468,736,171243-9-0-85.wav,171243,42.5,46.5,2,8,9,street_music
8469,737,171243-9-0-91.wav,171243,45.5,49.5,2,8,9,street_music
8470,738,179039-9-0-22.wav,179039,45.725979,49.725979,2,8,9,street_music
8471,739,179039-9-0-23.wav,179039,46.225979,50.225979,2,8,9,street_music
8472,740,179039-9-0-30.wav,179039,49.725979,53.725979,2,8,9,street_music
8473,741,179039-9-0-38.wav,179039,53.725979,57.725979,2,8,9,street_music
8474,742,179039-9-0-4.wav,179039,36.725979,40.725979,2,8,9,street_music
8475,743,179039-9-0-40.wav,179039,54.725979,58.725979,2,8,9,street_music
8476,744,189825-9-0-0.wav,189825,0,4,1,8,9,street_music
8477,745,189825-9-0-1.wav,189825,0.5,4.5,1,8,9,street_music
8478,746,189825-9-0-2.wav,189825,1,5,1,8,9,street_music
8479,747,189825-9-0-3.wav,189825,1.5,5.5,1,8,9,street_music
8480,748,189825-9-0-5.wav,189825,2.5,6.5,1,8,9,street_music
8481,749,189825-9-0-7.wav,189825,3.5,7.5,1,8,9,street_music
8482,750,194733-9-0-1.wav,194733,0.5,4.5,1,8,9,street_music
8483,751,194733-9-0-10.wav,194733,5,9,1,8,9,street_music
8484,752,194733-9-0-11.wav,194733,5.5,9.5,1,8,9,street_music
8485,753,194733-9-0-12.wav,194733,6,10,1,8,9,street_music
8486,754,194733-9-0-14.wav,194733,7,11,1,8,9,street_music
8487,755,194733-9-0-16.wav,194733,8,12,1,8,9,street_music
8488,756,194733-9-0-7.wav,194733,3.5,7.5,1,8,9,street_music
8489,757,34866-9-0-10.wav,34866,5,9,1,8,9,street_music
8490,758,34866-9-0-11.wav,34866,5.5,9.5,1,8,9,street_music
8491,759,34866-9-0-13.wav,34866,6.5,10.5,1,8,9,street_music
8492,760,34866-9-0-3.wav,34866,1.5,5.5,1,8,9,street_music
8493,761,34866-9-0-5.wav,34866,2.5,6.5,1,8,9,street_music
8494,762,34866-9-0-9.wav,34866,4.5,8.5,1,8,9,street_music
8495,763,39967-9-0-0.wav,39967,19.303455,23.303455,1,8,9,street_music
8496,764,39967-9-0-100.wav,39967,69.303455,73.303455,1,8,9,street_music
8497,765,39967-9-0-44.wav,39967,41.303455,45.303455,1,8,9,street_music
8498,766,39967-9-0-56.wav,39967,47.303455,51.303455,1,8,9,street_music
8499,767,39967-9-0-78.wav,39967,58.303455,62.303455,1,8,9,street_music
8500,768,39967-9-0-99.wav,39967,68.803455,72.803455,1,8,9,street_music
8501,769,41364-9-0-11.wav,41364,5.5,9.5,1,8,9,street_music
8502,770,41364-9-0-18.wav,41364,9,13,1,8,9,street_music
8503,771,41364-9-0-22.wav,41364,11,15,1,8,9,street_music
8504,772,41364-9-0-23.wav,41364,11.5,15.5,1,8,9,street_music
8505,773,41364-9-0-24.wav,41364,12,16,1,8,9,street_music
8506,774,41364-9-0-27.wav,41364,13.5,17.5,1,8,9,street_music
8507,775,66324-9-0-19.wav,66324,9.5,13.5,2,8,9,street_music
8508,776,66324-9-0-30.wav,66324,15,19,2,8,9,street_music
8509,777,66324-9-0-4.wav,66324,2,6,2,8,9,street_music
8510,778,66324-9-0-42.wav,66324,21,25,2,8,9,street_music
8511,779,66324-9-0-53.wav,66324,26.5,30.5,2,8,9,street_music
8512,780,66324-9-0-54.wav,66324,27,31,2,8,9,street_music
8513,781,66599-9-0-11.wav,66599,28.483778,32.483778,2,8,9,street_music
8514,782,66599-9-0-17.wav,66599,31.483778,35.483778,2,8,9,street_music
8515,783,66599-9-1-11.wav,66599,126.663039,130.663039,2,8,9,street_music
8516,784,66599-9-1-21.wav,66599,131.663039,135.663039,2,8,9,street_music
8517,785,66599-9-1-23.wav,66599,132.663039,136.663039,2,8,9,street_music
8518,786,66599-9-1-4.wav,66599,123.163039,127.163039,2,8,9,street_music
8519,787,7390-9-0-0.wav,7390,0,4,2,8,9,street_music
8520,788,7390-9-0-3.wav,7390,1.5,5.5,2,8,9,street_music
8521,789,7390-9-0-6.wav,7390,3,7,2,8,9,street_music
8522,790,7390-9-0-9.wav,7390,4.5,8.5,2,8,9,street_music
